Id,ListImpressions,DetailsViews,Conversions,ClickRate7Days,ConversionRate7Days,ConversionRate14Days
30720,63,69,65,100,94.2,94.2
30721,64,73,65,100,89.04,89.04
30722,67,58,79,86.57,100,100
30723,57,64,73,100,100,100
30724,59,67,67,100,100,100
30725,67,67,73,100,100,100
30726,81,69,61,85.19,88.41,88.41
30727,77,82,64,100,78.05,78.05
30728,79,78,56,98.73,71.79,71.79
30729,70,69,71,98.57,100,100
30730,69,79,67,100,84.81,84.81
30731,80,67,61,83.75,91.04,91.04
30732,87,64,77,73.56,100,100
30733,72,89,70,100,78.65,78.65
30734,77,74,61,96.1,82.43,82.43
30735,78,69,71,88.46,100,100
30736,75,58,60,77.33,100,100
30737,78,69,62,88.46,89.86,89.86
30738,70,79,75,100,94.94,94.94
30739,84,73,79,86.9,100,100
30740,71,59,74,83.1,100,100
30741,63,74,74,100,100,100
30742,81,60,72,74.07,100,100
30743,65,62,70,95.38,100,100
30744,83,76,69,91.57,90.79,90.79
30745,68,62,70,91.18,100,100
30746,58,67,54,100,80.6,80.6
30747,66,60,78,90.91,100,100
30748,67,75,74,100,98.67,98.67
30749,75,65,76,86.67,100,100
30750,72,70,82,97.22,100,100
30751,79,78,70,98.73,89.74,89.74
30752,71,79,74,100,93.67,93.67
30753,66,71,55,100,77.46,77.46
30754,53,76,71,100,93.42,93.42
30755,56,77,52,100,67.53,67.53
30756,65,57,82,87.69,100,100
30757,75,66,82,88,100,100
30758,69,69,78,100,100,100
30759,59,62,77,100,100,100
30760,71,63,64,88.73,100,100
30761,76,64,74,84.21,100,100
30762,69,78,72,100,92.31,92.31
30763,57,58,67,100,100,100
30764,52,67,65,100,97.01,97.01
30765,62,72,71,100,98.61,98.61
30766,62,67,76,100,100,100
30767,66,82,61,100,74.39,74.39
30768,82,77,77,93.9,100,100
30769,72,70,71,97.22,100,100
30770,83,65,75,78.31,100,100
30771,85,78,64,91.76,82.05,82.05
30772,69,70,72,100,100,100
30773,71,75,71,100,94.67,94.67
30774,81,74,72,91.36,97.3,97.3
30775,94,89,66,94.68,74.16,74.16
30776,59,85,68,100,80,80
30777,55,78,69,100,88.46,88.46
30778,64,69,73,100,100,100
30779,84,72,67,85.71,93.06,93.06
30780,71,76,59,100,77.63,77.63
30781,62,73,76,100,100,100
30782,79,74,68,93.67,91.89,91.89
30783,74,84,75,100,89.29,89.29
30784,85,73,73,85.88,100,100
30785,55,58,74,100,100,100
30786,66,79,67,100,84.81,84.81
30787,61,70,85,100,100,100
30788,93,74,76,79.57,100,100
30789,74,58,73,78.38,100,100
30790,72,84,66,100,78.57,78.57
30791,67,69,78,100,100,100
30792,72,67,70,93.06,100,100
30793,62,67,78,100,100,100
30794,80,72,78,90,100,100
30795,82,63,66,76.83,100,100
30796,75,64,68,85.33,100,100
30797,58,64,81,100,100,100
30798,83,73,75,87.95,100,100
30799,78,57,45,73.08,78.95,78.95
30800,64,82,70,100,85.37,85.37
30801,66,64,59,96.97,92.19,92.19
30802,64,56,65,87.5,100,100
30803,72,78,88,100,100,100
30804,67,72,66,100,91.67,91.67
30805,79,69,79,87.34,100,100
30806,82,76,65,92.68,85.53,85.53
30807,60,70,93,100,100,100
30808,64,78,61,100,78.21,78.21
30809,72,79,74,100,93.67,93.67
30810,79,71,67,89.87,94.37,94.37
30811,78,71,66,91.03,92.96,92.96
30812,70,71,75,100,100,100
30813,93,93,65,100,69.89,69.89
30814,65,72,62,100,86.11,86.11
30815,63,77,70,100,90.91,90.91
30816,60,76,85,100,100,100
30817,76,87,77,100,88.51,88.51
30818,83,69,73,83.13,100,100
30819,97,58,66,59.79,100,100
30820,67,83,61,100,73.49,73.49
30821,66,71,70,100,98.59,98.59
30822,87,64,66,73.56,100,100
30823,82,71,70,86.59,98.59,98.59
30824,70,75,61,100,81.33,81.33
30825,72,67,61,93.06,91.04,91.04
30826,65,75,78,100,100,100
30827,77,63,58,81.82,92.06,92.06
30828,48,51,70,100,100,100
30829,70,78,71,100,91.03,91.03
30830,62,64,75,100,100,100
30831,80,79,81,98.75,100,100
30832,72,76,62,100,81.58,81.58
30833,69,74,64,100,86.49,86.49
30834,91,70,67,76.92,95.71,95.71
30835,59,79,85,100,100,100
30836,62,66,71,100,100,100
30837,85,76,58,89.41,76.32,76.32
30838,58,81,59,100,72.84,72.84
30839,70,67,74,95.71,100,100
30840,61,75,75,100,100,100
30841,59,80,81,100,100,100
30842,80,59,56,73.75,94.92,94.92
30843,78,71,67,91.03,94.37,94.37
30844,68,90,75,100,83.33,83.33
30845,67,78,66,100,84.62,84.62
30846,69,62,63,89.86,100,100
30847,82,63,54,76.83,85.71,85.71
30848,65,62,62,95.38,100,100
30849,65,57,74,87.69,100,100
30850,90,72,79,80,100,100
30851,54,67,61,100,91.04,91.04
30852,68,54,84,79.41,100,100
30853,72,70,83,97.22,100,100
30854,61,70,69,100,98.57,98.57
30855,74,60,54,81.08,90,90
30856,79,64,76,81.01,100,100
30857,84,66,68,78.57,100,100
30858,74,75,79,100,100,100
30859,73,81,82,100,100,100
30860,68,72,77,100,100,100
30861,76,80,81,100,100,100
30862,66,78,63,100,80.77,80.77
30863,79,74,74,93.67,100,100
30864,64,74,60,100,81.08,81.08
30865,55,75,66,100,88,88
30866,73,72,87,98.63,100,100
30867,72,83,73,100,87.95,87.95
30868,73,77,65,100,84.42,84.42
30869,74,85,76,100,89.41,89.41
30870,77,66,55,85.71,83.33,83.33
30871,67,59,69,88.06,100,100
30872,58,74,72,100,97.3,97.3
30873,85,69,68,81.18,98.55,98.55
30874,63,73,75,100,100,100
30875,78,73,77,93.59,100,100
30876,78,57,83,73.08,100,100
30877,77,61,73,79.22,100,100
30878,70,69,70,98.57,100,100
30879,66,68,65,100,95.59,95.59
30880,82,62,72,75.61,100,100
30881,69,70,57,100,81.43,81.43
30882,61,75,60,100,80,80
30883,69,68,70,98.55,100,100
30884,67,76,76,100,100,100
30885,87,82,68,94.25,82.93,82.93
30886,65,69,66,100,95.65,95.65
30887,68,66,69,97.06,100,100
30888,74,74,64,100,86.49,86.49
30889,85,75,58,88.24,77.33,77.33
30890,65,70,73,100,100,100
30891,69,73,72,100,98.63,98.63
30892,70,75,80,100,100,100
30893,59,64,64,100,100,100
30894,57,82,75,100,91.46,91.46
30895,68,82,72,100,87.8,87.8
30896,61,89,66,100,74.16,74.16
30897,68,63,59,92.65,93.65,93.65
30898,67,86,69,100,80.23,80.23
30899,78,78,59,100,75.64,75.64
30900,84,60,77,71.43,100,100
30901,66,56,65,84.85,100,100
30902,65,91,82,100,90.11,90.11
30903,71,83,77,100,92.77,92.77
30904,64,78,76,100,97.44,97.44
30905,78,60,71,76.92,100,100
30906,78,74,81,94.87,100,100
30907,65,64,64,98.46,100,100
30908,73,62,79,84.93,100,100
30909,71,62,63,87.32,100,100
30910,62,70,67,100,95.71,95.71
30911,83,78,72,93.98,92.31,92.31
30912,76,73,60,96.05,82.19,82.19
30913,75,63,59,84,93.65,93.65
30914,78,74,63,94.87,85.14,85.14
30915,79,67,63,84.81,94.03,94.03
30916,67,68,70,100,100,100
30917,70,69,48,98.57,69.57,69.57
30918,84,86,62,100,72.09,72.09
30919,77,58,66,75.32,100,100
30920,71,71,69,100,97.18,97.18
30921,74,62,64,83.78,100,100
30922,76,62,64,81.58,100,100
30923,67,68,70,100,100,100
30924,74,77,72,100,93.51,93.51
30925,63,62,79,98.41,100,100
30926,69,78,70,100,89.74,89.74
30927,69,74,73,100,98.65,98.65
30928,57,65,100,100,100,100
30929,82,71,75,86.59,100,100
30930,72,62,91,86.11,100,100
30931,88,78,61,88.64,78.21,78.21
30932,95,76,69,80,90.79,90.79
30933,71,84,62,100,73.81,73.81
30934,63,63,56,100,88.89,88.89
30935,70,58,74,82.86,100,100
30936,69,68,70,98.55,100,100
30937,65,73,62,100,84.93,84.93
30938,80,77,79,96.25,100,100
30939,54,74,78,100,100,100
30940,86,70,79,81.4,100,100
30941,89,70,67,78.65,95.71,95.71
30942,60,70,84,100,100,100
30943,63,67,85,100,100,100
30944,90,85,74,94.44,87.06,87.06
30945,71,79,72,100,91.14,91.14
30946,73,61,78,83.56,100,100
30947,74,68,62,91.89,91.18,91.18
30948,82,70,72,85.37,100,100
30949,67,70,73,100,100,100
30950,81,84,78,100,92.86,92.86
30951,70,83,77,100,92.77,92.77
30952,82,68,76,82.93,100,100
30953,76,77,63,100,81.82,81.82
30954,71,78,64,100,82.05,82.05
30955,79,74,55,93.67,74.32,74.32
30956,71,68,63,95.77,92.65,92.65
30957,76,65,70,85.53,100,100
30958,75,72,74,96,100,100
30959,82,58,54,70.73,93.1,93.1
30960,97,77,83,79.38,100,100
30961,80,61,76,76.25,100,100
30962,76,66,67,86.84,100,100
30963,62,72,66,100,91.67,91.67
30964,69,64,54,92.75,84.38,84.38
30965,67,78,78,100,100,100
30966,73,79,69,100,87.34,87.34
30967,81,60,72,74.07,100,100
30968,74,72,79,97.3,100,100
30969,81,79,67,97.53,84.81,84.81
30970,89,64,72,71.91,100,100
30971,76,75,66,98.68,88,88
30972,55,68,81,100,100,100
30973,78,70,77,89.74,100,100
30974,79,46,68,58.23,100,100
30975,76,71,78,93.42,100,100
30976,70,85,66,100,77.65,77.65
30977,86,66,63,76.74,95.45,95.45
30978,71,84,63,100,75,75
30979,63,65,58,100,89.23,89.23
30980,90,88,79,97.78,89.77,89.77
30981,64,73,64,100,87.67,87.67
30982,69,74,65,100,87.84,87.84
30983,62,67,70,100,100,100
30984,75,59,75,78.67,100,100
30985,73,83,75,100,90.36,90.36
30986,86,71,57,82.56,80.28,80.28
30987,68,62,69,91.18,100,100
30988,70,60,70,85.71,100,100
30989,85,68,63,80,92.65,92.65
30990,74,65,87,87.84,100,100
30991,67,61,58,91.04,95.08,95.08
30992,72,71,70,98.61,98.59,98.59
30993,65,67,79,100,100,100
30994,75,79,69,100,87.34,87.34
30995,70,77,69,100,89.61,89.61
30996,85,56,67,65.88,100,100
30997,61,57,74,93.44,100,100
30998,76,69,69,90.79,100,100
30999,77,66,84,85.71,100,100
31000,62,73,75,100,100,100
31001,68,62,82,91.18,100,100
31002,71,77,78,100,100,100
31003,82,76,78,92.68,100,100
31004,75,66,85,88,100,100
31005,57,67,75,100,100,100
31006,85,77,58,90.59,75.32,75.32
31007,74,85,70,100,82.35,82.35
31008,73,80,82,100,100,100
31009,79,76,84,96.2,100,100
31010,68,79,73,100,92.41,92.41
31011,75,82,66,100,80.49,80.49
31012,84,70,67,83.33,95.71,95.71
31013,87,74,79,85.06,100,100
31014,93,84,80,90.32,95.24,95.24
31015,74,69,62,93.24,89.86,89.86
31016,72,74,79,100,100,100
31017,66,72,61,100,84.72,84.72
31018,81,62,71,76.54,100,100
31019,77,87,69,100,79.31,79.31
31020,79,64,75,81.01,100,100
31021,62,62,69,100,100,100
31022,77,90,70,100,77.78,77.78
31023,64,74,77,100,100,100
31024,65,74,71,100,95.95,95.95
31025,73,70,59,95.89,84.29,84.29
31026,60,77,79,100,100,100
31027,73,68,77,93.15,100,100
31028,73,83,73,100,87.95,87.95
31029,69,75,68,100,90.67,90.67
31030,88,78,60,88.64,76.92,76.92
31031,72,70,78,97.22,100,100
31032,71,76,61,100,80.26,80.26
31033,73,71,55,97.26,77.46,77.46
31034,74,71,83,95.95,100,100
31035,66,68,74,100,100,100
31036,68,55,76,80.88,100,100
31037,71,65,53,91.55,81.54,81.54
31038,79,71,78,89.87,100,100
31039,67,43,68,64.18,100,100
31040,61,87,63,100,72.41,72.41
31041,75,73,68,97.33,93.15,93.15
31042,73,68,74,93.15,100,100
31043,61,83,88,100,100,100
31044,78,63,61,80.77,96.83,96.83
31045,81,61,76,75.31,100,100
31046,66,77,71,100,92.21,92.21
31047,58,56,72,96.55,100,100
31048,75,67,66,89.33,98.51,98.51
31049,72,75,78,100,100,100
31050,80,68,74,85,100,100
31051,84,73,64,86.9,87.67,87.67
31052,55,65,69,100,100,100
31053,68,74,78,100,100,100
31054,66,67,68,100,100,100
31055,61,85,63,100,74.12,74.12
31056,78,79,85,100,100,100
31057,62,76,75,100,98.68,98.68
31058,47,63,74,100,100,100
31059,78,77,66,98.72,85.71,85.71
31060,76,74,69,97.37,93.24,93.24
31061,72,69,65,95.83,94.2,94.2
31062,62,81,69,100,85.19,85.19
31063,65,60,71,92.31,100,100
31064,62,71,73,100,100,100
31065,71,58,87,81.69,100,100
31066,71,81,76,100,93.83,93.83
31067,83,62,61,74.7,98.39,98.39
31068,69,84,70,100,83.33,83.33
31069,92,55,86,59.78,100,100
31070,77,59,59,76.62,100,100
31071,76,71,63,93.42,88.73,88.73
31072,66,63,71,95.45,100,100
31073,77,62,72,80.52,100,100
31074,68,49,71,72.06,100,100
31075,80,68,71,85,100,100
31076,69,65,70,94.2,100,100
31077,65,78,70,100,89.74,89.74
31078,64,63,62,98.44,98.41,98.41
31079,57,67,71,100,100,100
31080,73,80,74,100,92.5,92.5
31081,73,82,63,100,76.83,76.83
31082,64,77,62,100,80.52,80.52
31083,78,79,74,100,93.67,93.67
31084,75,71,71,94.67,100,100
31085,68,72,72,100,100,100
31086,76,70,88,92.11,100,100
31087,73,74,66,100,89.19,89.19
31088,76,60,76,78.95,100,100
31089,68,67,77,98.53,100,100
31090,69,66,74,95.65,100,100
31091,78,84,76,100,90.48,90.48
31092,69,68,74,98.55,100,100
31093,81,78,73,96.3,93.59,93.59
31094,87,71,66,81.61,92.96,92.96
31095,66,61,51,92.42,83.61,83.61
31096,58,81,57,100,70.37,70.37
31097,85,69,65,81.18,94.2,94.2
31098,82,75,75,91.46,100,100
31099,74,80,65,100,81.25,81.25
31100,83,73,77,87.95,100,100
31101,61,76,82,100,100,100
31102,71,72,76,100,100,100
31103,51,74,77,100,100,100
31104,72,81,69,100,85.19,85.19
31105,62,88,66,100,75,75
31106,58,77,63,100,81.82,81.82
31107,82,77,76,93.9,98.7,98.7
31108,78,60,83,76.92,100,100
31109,75,75,71,100,94.67,94.67
31110,72,65,84,90.28,100,100
31111,67,66,62,98.51,93.94,93.94
31112,76,72,78,94.74,100,100
31113,81,72,74,88.89,100,100
31114,84,66,80,78.57,100,100
31115,61,72,66,100,91.67,91.67
31116,81,71,76,87.65,100,100
31117,73,64,69,87.67,100,100
31118,53,83,73,100,87.95,87.95
31119,69,69,67,100,97.1,97.1
31120,76,76,75,100,98.68,98.68
31121,76,65,68,85.53,100,100
31122,74,61,64,82.43,100,100
31123,79,81,61,100,75.31,75.31
31124,75,70,73,93.33,100,100
31125,85,86,68,100,79.07,79.07
31126,66,70,64,100,91.43,91.43
31127,57,67,63,100,94.03,94.03
31128,65,83,64,100,77.11,77.11
31129,80,67,69,83.75,100,100
31130,57,76,72,100,94.74,94.74
31131,73,78,72,100,92.31,92.31
31132,74,70,71,94.59,100,100
31133,56,73,77,100,100,100
31134,80,74,71,92.5,95.95,95.95
31135,66,65,57,98.48,87.69,87.69
31136,67,58,82,86.57,100,100
31137,80,82,69,100,84.15,84.15
31138,68,68,85,100,100,100
31139,71,83,72,100,86.75,86.75
31140,68,78,69,100,88.46,88.46
31141,81,69,73,85.19,100,100
31142,65,88,63,100,71.59,71.59
31143,72,73,79,100,100,100
31144,72,69,72,95.83,100,100
31145,77,72,70,93.51,97.22,97.22
31146,73,66,68,90.41,100,100
31147,62,69,76,100,100,100
31148,59,74,63,100,85.14,85.14
31149,59,50,67,84.75,100,100
31150,71,69,64,97.18,92.75,92.75
31151,67,65,65,97.01,100,100
31152,78,65,67,83.33,100,100
31153,61,63,82,100,100,100
31154,72,64,76,88.89,100,100
31155,53,85,66,100,77.65,77.65
31156,61,71,73,100,100,100
31157,63,59,73,93.65,100,100
31158,70,69,84,98.57,100,100
31159,70,77,72,100,93.51,93.51
31160,80,71,75,88.75,100,100
31161,72,84,60,100,71.43,71.43
31162,82,72,67,87.8,93.06,93.06
31163,61,84,74,100,88.1,88.1
31164,72,74,65,100,87.84,87.84
31165,71,57,79,80.28,100,100
31166,68,68,59,100,86.76,86.76
31167,76,69,75,90.79,100,100
31168,56,78,103,100,100,100
31169,85,77,67,90.59,87.01,87.01
31170,56,76,65,100,85.53,85.53
31171,82,72,78,87.8,100,100
31172,76,58,71,76.32,100,100
31173,71,82,83,100,100,100
31174,79,74,79,93.67,100,100
31175,62,69,75,100,100,100
31176,72,60,62,83.33,100,100
31177,62,66,67,100,100,100
31178,72,81,68,100,83.95,83.95
31179,63,66,61,100,92.42,92.42
31180,69,83,64,100,77.11,77.11
31181,56,76,75,100,98.68,98.68
31182,63,89,67,100,75.28,75.28
31183,81,77,54,95.06,70.13,70.13
31184,64,66,74,100,100,100
31185,69,84,66,100,78.57,78.57
31186,62,62,67,100,100,100
31187,60,73,75,100,100,100
31188,72,74,83,100,100,100
31189,65,72,80,100,100,100
31190,61,83,71,100,85.54,85.54
31191,67,64,75,95.52,100,100
31192,68,64,65,94.12,100,100
31193,60,73,86,100,100,100
31194,86,79,91,91.86,100,100
31195,74,65,80,87.84,100,100
31196,77,60,65,77.92,100,100
31197,82,79,62,96.34,78.48,78.48
31198,73,72,70,98.63,97.22,97.22
31199,59,70,74,100,100,100
31200,55,62,85,100,100,100
31201,69,80,70,100,87.5,87.5
31202,80,67,85,83.75,100,100
31203,67,69,73,100,100,100
31204,63,67,69,100,100,100
31205,78,56,61,71.79,100,100
31206,60,84,84,100,100,100
31207,74,71,77,95.95,100,100
31208,74,80,67,100,83.75,83.75
31209,77,85,67,100,78.82,78.82
31210,85,86,63,100,73.26,73.26
31211,63,63,61,100,96.83,96.83
31212,85,75,65,88.24,86.67,86.67
31213,63,70,76,100,100,100
31214,79,86,70,100,81.4,81.4
31215,58,84,83,100,98.81,98.81
31216,75,68,73,90.67,100,100
31217,60,97,76,100,78.35,78.35
31218,78,70,59,89.74,84.29,84.29
31219,61,62,57,100,91.94,91.94
31220,59,62,80,100,100,100
31221,68,75,75,100,100,100
31222,52,69,67,100,97.1,97.1
31223,61,70,66,100,94.29,94.29
31224,83,55,50,66.27,90.91,90.91
31225,68,74,82,100,100,100
31226,56,73,69,100,94.52,94.52
31227,76,68,60,89.47,88.24,88.24
31228,69,69,97,100,100,100
31229,79,60,87,75.95,100,100
31230,65,76,55,100,72.37,72.37
31231,57,61,65,100,100,100
31232,59,68,74,100,100,100
31233,75,93,61,100,65.59,65.59
31234,69,64,70,92.75,100,100
31235,60,78,63,100,80.77,80.77
31236,74,75,83,100,100,100
31237,65,61,79,93.85,100,100
31238,75,69,62,92,89.86,89.86
31239,70,66,86,94.29,100,100
31240,76,58,62,76.32,100,100
31241,82,73,77,89.02,100,100
31242,77,76,80,98.7,100,100
31243,75,69,76,92,100,100
31244,76,67,69,88.16,100,100
31245,59,62,67,100,100,100
31246,52,56,62,100,100,100
31247,71,68,61,95.77,89.71,89.71
31248,72,72,57,100,79.17,79.17
31249,71,63,78,88.73,100,100
31250,67,62,77,92.54,100,100
31251,66,66,73,100,100,100
31252,75,74,59,98.67,79.73,79.73
31253,58,80,78,100,97.5,97.5
31254,66,77,74,100,96.1,96.1
31255,78,72,74,92.31,100,100
31256,70,68,74,97.14,100,100
31257,82,82,81,100,98.78,98.78
31258,84,77,72,91.67,93.51,93.51
31259,90,77,81,85.56,100,100
31260,75,81,73,100,90.12,90.12
31261,71,58,74,81.69,100,100
31262,71,69,76,97.18,100,100
31263,65,58,56,89.23,96.55,96.55
31264,74,68,70,91.89,100,100
31265,74,73,77,98.65,100,100
31266,61,60,62,98.36,100,100
31267,71,71,61,100,85.92,85.92
31268,72,81,70,100,86.42,86.42
31269,57,75,76,100,100,100
31270,76,62,62,81.58,100,100
31271,73,70,58,95.89,82.86,82.86
31272,71,66,82,92.96,100,100
31273,57,74,74,100,100,100
31274,80,61,84,76.25,100,100
31275,72,78,68,100,87.18,87.18
31276,75,81,63,100,77.78,77.78
31277,72,73,70,100,95.89,95.89
31278,77,71,63,92.21,88.73,88.73
31279,71,71,66,100,92.96,92.96
31280,61,62,67,100,100,100
31281,68,78,75,100,96.15,96.15
31282,66,73,84,100,100,100
31283,63,63,71,100,100,100
31284,71,78,77,100,98.72,98.72
31285,81,79,56,97.53,70.89,70.89
31286,58,71,63,100,88.73,88.73
31287,62,70,76,100,100,100
31288,58,66,67,100,100,100
31289,78,72,71,92.31,98.61,98.61
31290,61,70,82,100,100,100
31291,79,84,92,100,100,100
31292,71,58,65,81.69,100,100
31293,69,68,73,98.55,100,100
31294,80,74,66,92.5,89.19,89.19
31295,77,75,76,97.4,100,100
31296,62,63,83,100,100,100
31297,69,87,61,100,70.11,70.11
31298,83,48,63,57.83,100,100
31299,68,79,73,100,92.41,92.41
31300,78,75,82,96.15,100,100
31301,71,63,73,88.73,100,100
31302,68,71,83,100,100,100
31303,70,51,73,72.86,100,100
31304,71,78,76,100,97.44,97.44
31305,94,61,67,64.89,100,100
31306,59,82,72,100,87.8,87.8
31307,65,69,69,100,100,100
31308,87,75,78,86.21,100,100
31309,75,87,73,100,83.91,83.91
31310,69,61,68,88.41,100,100
31311,78,77,81,98.72,100,100
31312,97,72,71,74.23,98.61,98.61
31313,67,66,75,98.51,100,100
31314,86,70,58,81.4,82.86,82.86
31315,69,61,73,88.41,100,100
31316,73,71,63,97.26,88.73,88.73
31317,67,73,71,100,97.26,97.26
31318,73,82,78,100,95.12,95.12
31319,65,84,76,100,90.48,90.48
31320,81,77,67,95.06,87.01,87.01
31321,74,74,73,100,98.65,98.65
31322,71,76,67,100,88.16,88.16
31323,62,79,68,100,86.08,86.08
31324,90,76,58,84.44,76.32,76.32
31325,90,73,83,81.11,100,100
31326,67,76,68,100,89.47,89.47
31327,69,61,68,88.41,100,100
31328,80,77,73,96.25,94.81,94.81
31329,75,65,72,86.67,100,100
31330,82,69,81,84.15,100,100
31331,66,62,63,93.94,100,100
31332,74,56,66,75.68,100,100
31333,89,58,73,65.17,100,100
31334,65,64,76,98.46,100,100
31335,58,64,71,100,100,100
31336,74,76,63,100,82.89,82.89
31337,63,66,80,100,100,100
31338,65,67,62,100,92.54,92.54
31339,62,81,79,100,97.53,97.53
31340,89,63,63,70.79,100,100
31341,71,61,66,85.92,100,100
31342,67,78,72,100,92.31,92.31
31343,85,59,76,69.41,100,100
31344,78,63,77,80.77,100,100
31345,71,59,77,83.1,100,100
31346,79,74,67,93.67,90.54,90.54
31347,67,76,58,100,76.32,76.32
31348,61,69,67,100,97.1,97.1
31349,73,73,72,100,98.63,98.63
31350,65,73,69,100,94.52,94.52
31351,59,66,67,100,100,100
31352,57,82,71,100,86.59,86.59
31353,92,69,83,75,100,100
31354,88,76,67,86.36,88.16,88.16
31355,66,72,67,100,93.06,93.06
31356,77,79,74,100,93.67,93.67
31357,69,61,66,88.41,100,100
31358,92,76,85,82.61,100,100
31359,86,77,75,89.53,97.4,97.4
31360,62,76,72,100,94.74,94.74
31361,66,74,68,100,91.89,91.89
31362,62,55,56,88.71,100,100
31363,61,80,65,100,81.25,81.25
31364,72,78,78,100,100,100
31365,60,64,71,100,100,100
31366,75,83,81,100,97.59,97.59
31367,73,65,70,89.04,100,100
31368,69,83,78,100,93.98,93.98
31369,76,70,70,92.11,100,100
31370,60,75,66,100,88,88
31371,73,65,71,89.04,100,100
31372,56,86,78,100,90.7,90.7
31373,66,79,69,100,87.34,87.34
31374,80,70,56,87.5,80,80
31375,76,67,70,88.16,100,100
31376,79,76,65,96.2,85.53,85.53
31377,70,74,66,100,89.19,89.19
31378,76,65,70,85.53,100,100
31379,72,53,79,73.61,100,100
31380,65,60,73,92.31,100,100
31381,57,63,73,100,100,100
31382,85,68,68,80,100,100
31383,70,76,66,100,86.84,86.84
31384,78,67,94,85.9,100,100
31385,73,72,71,98.63,98.61,98.61
31386,65,71,64,100,90.14,90.14
31387,84,85,79,100,92.94,92.94
31388,64,58,62,90.62,100,100
31389,72,64,72,88.89,100,100
31390,73,66,80,90.41,100,100
31391,60,81,75,100,92.59,92.59
31392,70,90,86,100,95.56,95.56
31393,59,66,74,100,100,100
31394,68,74,77,100,100,100
31395,67,87,71,100,81.61,81.61
31396,73,65,81,89.04,100,100
31397,68,74,77,100,100,100
31398,75,64,70,85.33,100,100
31399,93,78,69,83.87,88.46,88.46
31400,75,88,65,100,73.86,73.86
31401,81,68,61,83.95,89.71,89.71
31402,62,77,68,100,88.31,88.31
31403,86,75,66,87.21,88,88
31404,70,86,58,100,67.44,67.44
31405,73,67,74,91.78,100,100
31406,65,70,73,100,100,100
31407,72,64,83,88.89,100,100
31408,64,68,67,100,98.53,98.53
31409,73,71,65,97.26,91.55,91.55
31410,70,74,79,100,100,100
31411,81,76,79,93.83,100,100
31412,65,81,67,100,82.72,82.72
31413,79,77,79,97.47,100,100
31414,71,80,71,100,88.75,88.75
31415,65,74,67,100,90.54,90.54
31416,66,69,66,100,95.65,95.65
31417,78,67,72,85.9,100,100
31418,61,59,65,96.72,100,100
31419,70,76,71,100,93.42,93.42
31420,75,74,60,98.67,81.08,81.08
31421,80,73,80,91.25,100,100
31422,70,77,71,100,92.21,92.21
31423,75,76,69,100,90.79,90.79
31424,85,64,72,75.29,100,100
31425,65,66,75,100,100,100
31426,74,57,76,77.03,100,100
31427,77,73,98,94.81,100,100
31428,61,73,49,100,67.12,67.12
31429,87,78,73,89.66,93.59,93.59
31430,72,70,84,97.22,100,100
31431,77,63,71,81.82,100,100
31432,74,82,69,100,84.15,84.15
31433,69,62,73,89.86,100,100
31434,68,63,65,92.65,100,100
31435,66,87,80,100,91.95,91.95
31436,71,60,62,84.51,100,100
31437,73,73,78,100,100,100
31438,63,69,63,100,91.3,91.3
31439,83,72,65,86.75,90.28,90.28
31440,61,100,55,100,55,55
31441,59,76,69,100,90.79,90.79
31442,71,73,69,100,94.52,94.52
31443,76,64,65,84.21,100,100
31444,70,66,56,94.29,84.85,84.85
31445,65,74,58,100,78.38,78.38
31446,78,54,74,69.23,100,100
31447,68,53,65,77.94,100,100
31448,84,69,55,82.14,79.71,79.71
31449,73,77,74,100,96.1,96.1
31450,77,54,55,70.13,100,100
31451,88,70,77,79.55,100,100
31452,69,66,67,95.65,100,100
31453,84,94,61,100,64.89,64.89
31454,77,78,72,100,92.31,92.31
